dataset,category,synthetic,gpu_name,cuda_version,cuda_visible_devices,warmup_iters,timed_iters,cold_iters,M,K,nnz,N,avg_nnz_per_row,cv_d,max_nnz_per_row,kernel,ms_warm,preprocess_ms,cold_exec_ms,ms_cold,ms_cusparse_warm,ms_cusparse_cold,ms_csr_direct_warm,ms_csr_direct_cold,speedup_vs_cusparse_warm,speedup_vs_cusparse_cold,speedup_vs_csr_direct_warm,speedup_vs_csr_direct_cold,correct,soft_fail,hard_fail,max_error,tolerance,error
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,256,35.756399,1.966239,2992,TC_DIRECT,0.903219,26.225191,0.967066,27.192257,0.239324,1.460171,0.854108,0.849101,0.264968,0.053698,0.945627,0.031226,True,False,False,0.0002899169921875,0.5469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,256,35.756399,1.966239,2992,COMMUNITY_TC,0.908698,37.378427,0.974131,38.352558,0.239324,1.460171,0.854108,0.849101,0.263371,0.038072,0.939926,0.022139,True,False,False,0.0002899169921875,0.5469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,256,35.756399,1.966239,2992,SEGMENT_HYBRID,0.533519,0.747526,0.567398,1.314925,0.239324,1.460171,0.854108,0.849101,0.448576,1.11046,1.600894,0.645741,True,False,False,0.00030517578125,0.5469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,256,35.756399,1.966239,2992,CUSPARSE,0.239324,1.203064,0.257107,1.460171,0.239324,1.460171,0.854108,0.849101,1.0,1.0,3.568834,0.581508,True,False,False,0.0,0.0,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,512,35.756399,1.966239,2992,CSR_DIRECT,2.115062,0.0,2.137088,2.137088,0.489088,1.720548,2.115062,2.137088,0.231241,0.80509,1.0,1.0,True,False,False,0.0002593994140625,0.05469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,512,35.756399,1.966239,2992,RODE_ENHANCED,0.999117,0.350436,1.023488,1.373924,0.489088,1.720548,2.115062,2.137088,0.48952,1.252288,2.116931,1.555464,True,False,False,0.0002593994140625,0.05469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,512,35.756399,1.966239,2992,ZERO_OVERHEAD_CSR,0.707804,0.157263,0.727245,0.884507,0.489088,1.720548,2.115062,2.137088,0.690993,1.945204,2.988202,2.416134,True,False,False,8.7738037109375e-05,0.05469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,512,35.756399,1.966239,2992,TC_DIRECT,2.100326,27.396535,2.201702,29.598237,0.489088,1.720548,2.115062,2.137088,0.232863,0.05813,1.007016,0.072203,True,False,False,0.0002593994140625,0.5469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,512,35.756399,1.966239,2992,COMMUNITY_TC,2.135516,35.461877,2.229248,37.691125,0.489088,1.720548,2.115062,2.137088,0.229026,0.045649,0.990422,0.0567,True,False,False,0.0002593994140625,0.5469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,512,35.756399,1.966239,2992,SEGMENT_HYBRID,0.99838,0.739077,1.035264,1.774341,0.489088,1.720548,2.115062,2.137088,0.489882,0.969683,2.118495,1.204441,True,False,False,0.0002593994140625,0.5469917732470938,
amazon-computers,Dense Small,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,13752,13752,491722,512,35.756399,1.966239,2992,CUSPARSE,0.489088,1.222797,0.49775,1.720548,0.489088,1.720548,2.115062,2.137088,1.0,1.0,4.324502,1.242098,True,False,False,0.0,0.0,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,64,127.060169,2.740035,5056,CSR_DIRECT,2.692654,0.0,2.706637,2.706637,1.779876,2.962541,2.692654,2.706637,0.661012,1.094547,1.0,1.0,True,False,False,0.0005035400390625,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,64,127.060169,2.740035,5056,RODE_ENHANCED,2.254136,4.753912,2.309718,7.06363,1.779876,2.962541,2.692654,2.706637,0.789604,0.419408,1.194539,0.383179,True,False,False,0.0005035400390625,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,64,127.060169,2.740035,5056,ZERO_OVERHEAD_CSR,3.490514,0.820626,3.577072,4.397698,1.779876,2.962541,2.692654,2.706637,0.509918,0.673657,0.771421,0.615467,True,False,False,0.0001220703125,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,64,127.060169,2.740035,5056,TC_DIRECT,2.254321,133.449679,2.300118,135.749797,1.779876,2.962541,2.692654,2.706637,0.78954,0.021824,1.194441,0.019938,True,False,False,0.009843826293945312,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,64,127.060169,2.740035,5056,COMMUNITY_TC,2.334182,640.249054,2.570326,642.819381,1.779876,2.962541,2.692654,2.706637,0.762526,0.004609,1.153575,0.004211,True,False,False,0.007626533508300781,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,64,127.060169,2.740035,5056,SEGMENT_HYBRID,2.289761,10.391918,2.357792,12.74971,1.779876,2.962541,2.692654,2.706637,0.777319,0.232361,1.175954,0.21229,True,False,False,0.006626129150390625,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,64,127.060169,2.740035,5056,CUSPARSE,1.779876,1.210579,1.751962,2.962541,1.779876,2.962541,2.692654,2.706637,1.0,1.0,1.512833,0.91362,True,False,False,0.0,0.0,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,128,127.060169,2.740035,5056,CSR_DIRECT,4.828129,0.0,4.831744,4.831744,3.253314,4.425752,4.828129,4.831744,0.673825,0.915974,1.0,1.0,True,False,False,0.000762939453125,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,128,127.060169,2.740035,5056,RODE_ENHANCED,3.838203,4.642743,3.779578,8.42232,3.253314,4.425752,4.828129,4.831744,0.847614,0.525479,1.257914,0.573683,True,False,False,0.00079345703125,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,128,127.060169,2.740035,5056,ZERO_OVERHEAD_CSR,4.514468,0.828643,4.510656,5.339299,3.253314,4.425752,4.828129,4.831744,0.720642,0.828901,1.069479,0.90494,True,False,False,0.000152587890625,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,128,127.060169,2.740035,5056,TC_DIRECT,4.098493,131.98105,4.059629,136.040679,3.253314,4.425752,4.828129,4.831744,0.793783,0.032533,1.178025,0.035517,True,False,False,0.010606765747070312,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,128,127.060169,2.740035,5056,COMMUNITY_TC,4.155105,622.81807,4.366384,627.184454,3.253314,4.425752,4.828129,4.831744,0.782968,0.007057,1.161975,0.007704,True,False,False,0.008202552795410156,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,128,127.060169,2.740035,5056,SEGMENT_HYBRID,3.828152,10.390892,3.746304,14.137196,3.253314,4.425752,4.828129,4.831744,0.849839,0.313057,1.261217,0.341775,True,False,False,0.006731390953063965,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,128,127.060169,2.740035,5056,CUSPARSE,3.253314,1.218696,3.207056,4.425752,3.253314,4.425752,4.828129,4.831744,1.0,1.0,1.484065,1.091734,True,False,False,0.0,0.0,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,256,127.060169,2.740035,5056,CSR_DIRECT,12.592445,0.0,12.64599,12.64599,6.477378,7.633958,12.592445,12.64599,0.514386,0.603666,1.0,1.0,True,False,False,0.0006103515625,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,256,127.060169,2.740035,5056,RODE_ENHANCED,7.794324,4.661967,7.662944,12.324911,6.477378,7.633958,12.592445,12.64599,0.831038,0.619393,1.615592,1.026051,True,False,False,0.0006103515625,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,256,127.060169,2.740035,5056,ZERO_OVERHEAD_CSR,8.464548,0.84145,8.429088,9.270538,6.477378,7.633958,12.592445,12.64599,0.765236,0.823464,1.487669,1.364105,True,False,False,0.0001678466796875,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,256,127.060169,2.740035,5056,TC_DIRECT,10.347034,131.86519,10.34505,142.21024,6.477378,7.633958,12.592445,12.64599,0.626013,0.053681,1.21701,0.088925,True,False,False,0.009618043899536133,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,256,127.060169,2.740035,5056,COMMUNITY_TC,10.589491,636.790542,10.775981,647.566523,6.477378,7.633958,12.592445,12.64599,0.61168,0.011789,1.189145,0.019528,True,False,False,0.008615970611572266,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,256,127.060169,2.740035,5056,SEGMENT_HYBRID,7.81142,10.399616,7.652426,18.052041,6.477378,7.633958,12.592445,12.64599,0.829219,0.422886,1.612056,0.70053,True,False,False,0.007670402526855469,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,256,127.060169,2.740035,5056,CUSPARSE,6.477378,1.300928,6.33303,7.633958,6.477378,7.633958,12.592445,12.64599,1.0,1.0,1.944065,1.656544,True,False,False,0.0,0.0,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,512,127.060169,2.740035,5056,CSR_DIRECT,29.843794,0.0,29.887181,29.887181,13.050445,14.123482,29.843794,29.887181,0.437292,0.47256,1.0,1.0,True,False,False,0.00067138671875,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,512,127.060169,2.740035,5056,RODE_ENHANCED,18.435681,5.213268,18.417981,23.631249,13.050445,14.123482,29.843794,29.887181,0.707891,0.597661,1.618806,1.264731,True,False,False,0.0006561279296875,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,512,127.060169,2.740035,5056,ZERO_OVERHEAD_CSR,19.077007,0.858722,19.078003,19.936725,13.050445,14.123482,29.843794,29.887181,0.684093,0.708415,1.564386,1.499102,True,False,False,0.0001983642578125,0.07110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,512,127.060169,2.740035,5056,TC_DIRECT,25.160977,133.825581,25.156208,158.981789,13.050445,14.123482,29.843794,29.887181,0.518678,0.088837,1.186114,0.187991,True,False,False,0.011074066162109375,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,512,127.060169,2.740035,5056,COMMUNITY_TC,25.697424,640.398592,25.855958,666.25455,13.050445,14.123482,29.843794,29.887181,0.50785,0.021198,1.161354,0.044859,True,False,False,0.007525920867919922,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,512,127.060169,2.740035,5056,SEGMENT_HYBRID,18.505692,10.437394,18.447731,28.885126,13.050445,14.123482,29.843794,29.887181,0.705212,0.488953,1.612682,1.034691,True,False,False,0.0067348480224609375,0.7110555533852471,
gplus-combined,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,107614,107614,13673453,512,127.060169,2.740035,5056,CUSPARSE,13.050445,1.38328,12.740202,14.123482,13.050445,14.123482,29.843794,29.887181,1.0,1.0,2.286803,2.116134,True,False,False,0.0,0.0,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,64,50.517226,1.898461,17481,CSR_DIRECT,39.617383,0.0,39.662489,39.662489,39.171059,40.876934,39.617383,39.662489,0.988734,1.030619,1.0,1.0,True,False,False,0.0013885498046875,0.1322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,64,50.517226,1.898461,17481,RODE_ENHANCED,40.184473,61.737055,40.185987,101.923042,39.171059,40.876934,39.617383,39.662489,0.974781,0.401057,0.985888,0.389142,True,False,False,0.001373291015625,0.1322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,64,50.517226,1.898461,17481,ZERO_OVERHEAD_CSR,163.146963,20.806006,163.295459,184.101465,39.171059,40.876934,39.617383,39.662489,0.240097,0.222035,0.242832,0.215438,True,False,False,0.00030517578125,0.1322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,64,50.517226,1.898461,17481,TC_DIRECT,34.314368,1431.997408,34.337389,1466.334796,39.171059,40.876934,39.617383,39.662489,1.141535,0.027877,1.154542,0.027049,True,False,False,0.0013885498046875,1.322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,64,50.517226,1.898461,17481,COMMUNITY_TC,23.455615,31274.326338,23.724733,31298.051071,39.171059,40.876934,39.617383,39.662489,1.670008,0.001306,1.689036,0.001267,True,False,False,0.0013885498046875,1.322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,64,50.517226,1.898461,17481,SEGMENT_HYBRID,40.16616,153.483342,40.181155,193.664496,39.171059,40.876934,39.617383,39.662489,0.975225,0.211071,0.986337,0.2048,True,False,False,0.001373291015625,1.322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,64,50.517226,1.898461,17481,CUSPARSE,39.171059,1.69773,39.179203,40.876934,39.171059,40.876934,39.617383,39.662489,1.0,1.0,1.011394,0.97029,True,False,False,0.0,0.0,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,128,50.517226,1.898461,17481,CSR_DIRECT,78.17751,0.0,78.217933,78.217933,78.927437,81.18821,78.17751,78.217933,1.009593,1.037974,1.0,1.0,True,False,False,0.001312255859375,0.1322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,128,50.517226,1.898461,17481,RODE_ENHANCED,79.293604,61.757097,79.332726,141.089823,78.927437,81.18821,78.17751,78.217933,0.995382,0.575436,0.985925,0.554384,True,False,False,0.0013427734375,0.1322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,128,50.517226,1.898461,17481,ZERO_OVERHEAD_CSR,197.910664,20.785039,198.073183,218.858222,78.927437,81.18821,78.17751,78.217933,0.398803,0.370963,0.395014,0.357391,True,False,False,0.000274658203125,0.1322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,128,50.517226,1.898461,17481,TC_DIRECT,70.07439,1448.056929,70.092649,1518.149578,78.927437,81.18821,78.17751,78.217933,1.126338,0.053478,1.115636,0.051522,True,False,False,0.001312255859375,1.322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,128,50.517226,1.898461,17481,COMMUNITY_TC,49.508057,30670.670966,49.841741,30720.512707,78.927437,81.18821,78.17751,78.217933,1.594234,0.002643,1.579087,0.002546,True,False,False,0.001312255859375,1.322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,128,50.517226,1.898461,17481,SEGMENT_HYBRID,79.282622,152.987283,79.333203,232.320486,78.927437,81.18821,78.17751,78.217933,0.99552,0.349466,0.986061,0.336681,True,False,False,0.0013427734375,1.322157328006013,
ogbn-products,Dense Large-Scale,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,2449029,2449029,123718152,128,50.517226,1.898461,17481,CUSPARSE,78.927437,2.243135,78.945076,81.18821,78.927437,81.18821,78.17751,78.217933,1.0,1.0,0.990499,0.963415,True,False,False,0.0,0.0,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,64,6.622089,1.511261,343,CSR_DIRECT,0.749358,0.0,0.764006,0.764006,0.715233,1.942459,0.749358,0.764006,0.954461,2.542465,1.0,1.0,True,False,False,2.288818359375e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,64,6.622089,1.511261,343,RODE_ENHANCED,0.959135,3.568582,1.020243,4.588825,0.715233,1.942459,0.749358,0.764006,0.745707,0.423302,0.781285,0.166493,True,False,False,2.288818359375e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,64,6.622089,1.511261,343,ZERO_OVERHEAD_CSR,0.814285,2.332918,0.850944,3.183862,0.715233,1.942459,0.749358,0.764006,0.878358,0.610095,0.920265,0.239962,True,False,False,1.33514404296875e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,64,6.622089,1.511261,343,TC_DIRECT,0.723098,91.099615,0.809034,91.908649,0.715233,1.942459,0.749358,0.764006,0.989124,0.021135,1.036317,0.008313,True,False,False,0.005662798881530762,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,64,6.622089,1.511261,343,COMMUNITY_TC,0.710354,267.030137,0.803626,267.833763,0.715233,1.942459,0.749358,0.764006,1.006869,0.007252,1.054908,0.002853,True,False,False,0.0055806636810302734,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,64,6.622089,1.511261,343,SEGMENT_HYBRID,0.984822,8.882448,1.044742,9.927191,0.715233,1.942459,0.749358,0.764006,0.726257,0.195671,0.760907,0.076961,True,False,False,0.0026558637619018555,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,64,6.622089,1.511261,343,CUSPARSE,0.715233,1.220898,0.721562,1.942459,0.715233,1.942459,0.749358,0.764006,1.0,1.0,1.047711,0.393319,True,False,False,0.0,0.0,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,128,6.622089,1.511261,343,CSR_DIRECT,1.584553,0.0,1.600102,1.600102,1.551411,2.826944,1.584553,1.600102,0.979084,1.766727,1.0,1.0,True,False,False,2.6702880859375e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,128,6.622089,1.511261,343,RODE_ENHANCED,1.731118,3.456146,1.777091,5.233237,1.551411,2.826944,1.584553,1.600102,0.89619,0.54019,0.915335,0.305758,True,False,False,2.6702880859375e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,128,6.622089,1.511261,343,ZERO_OVERHEAD_CSR,1.58081,2.497301,1.614234,4.111535,1.551411,2.826944,1.584553,1.600102,0.981403,0.687564,1.002368,0.389174,True,False,False,1.52587890625e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,128,6.622089,1.511261,343,TC_DIRECT,1.390085,78.739152,1.475987,80.21514,1.551411,2.826944,1.584553,1.600102,1.116055,0.035242,1.139896,0.019948,True,False,False,0.00739288330078125,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,128,6.622089,1.511261,343,COMMUNITY_TC,1.355013,244.028699,1.441107,245.469806,1.551411,2.826944,1.584553,1.600102,1.144942,0.011516,1.1694,0.006519,True,False,False,0.00739288330078125,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,128,6.622089,1.511261,343,SEGMENT_HYBRID,1.746038,8.845904,1.817107,10.663011,1.551411,2.826944,1.584553,1.600102,0.888532,0.265117,0.907514,0.150061,True,False,False,0.002197742462158203,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,128,6.622089,1.511261,343,CUSPARSE,1.551411,1.266896,1.560048,2.826944,1.551411,2.826944,1.584553,1.600102,1.0,1.0,1.021362,0.566018,True,False,False,0.0,0.0,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,256,6.622089,1.511261,343,CSR_DIRECT,3.327391,0.0,3.346227,3.346227,3.087196,4.489444,3.327391,3.346227,0.927813,1.341643,1.0,1.0,True,False,False,3.814697265625e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,256,6.622089,1.511261,343,RODE_ENHANCED,3.497226,3.662912,3.55665,7.219561,3.087196,4.489444,3.327391,3.346227,0.882756,0.621844,0.951437,0.463495,True,False,False,3.4332275390625e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,256,6.622089,1.511261,343,ZERO_OVERHEAD_CSR,3.231826,2.335662,3.26953,5.605192,3.087196,4.489444,3.327391,3.346227,0.955248,0.800944,1.02957,0.596987,True,False,False,1.52587890625e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,256,6.622089,1.511261,343,TC_DIRECT,2.857605,75.053022,2.933827,77.98685,3.087196,4.489444,3.327391,3.346227,1.080344,0.057567,1.164398,0.042908,True,False,False,0.008862018585205078,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,256,6.622089,1.511261,343,COMMUNITY_TC,2.797762,244.171494,2.881869,247.053363,3.087196,4.489444,3.327391,3.346227,1.103452,0.018172,1.189304,0.013545,True,False,False,0.008624076843261719,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,256,6.622089,1.511261,343,SEGMENT_HYBRID,3.514916,8.863609,3.589629,12.453238,3.087196,4.489444,3.327391,3.346227,0.878313,0.360504,0.946649,0.268703,True,False,False,0.0027494430541992188,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,256,6.622089,1.511261,343,CUSPARSE,3.087196,1.39506,3.094384,4.489444,3.087196,4.489444,3.327391,3.346227,1.0,1.0,1.077803,0.745355,True,False,False,0.0,0.0,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,512,6.622089,1.511261,343,CSR_DIRECT,6.836926,0.0,6.857728,6.857728,6.184719,7.854248,6.836926,6.857728,0.904605,1.145313,1.0,1.0,True,False,False,3.4332275390625e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,512,6.622089,1.511261,343,RODE_ENHANCED,7.061821,3.543549,7.112771,10.656321,6.184719,7.854248,6.836926,6.857728,0.875797,0.737051,0.968153,0.643536,True,False,False,3.4332275390625e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,512,6.622089,1.511261,343,ZERO_OVERHEAD_CSR,6.597663,2.382594,6.639821,9.022415,6.184719,7.854248,6.836926,6.857728,0.937411,0.870526,1.036265,0.760077,True,False,False,1.52587890625e-05,0.018520259177452137,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,512,6.622089,1.511261,343,TC_DIRECT,5.892368,88.124538,5.966122,94.090659,6.184719,7.854248,6.836926,6.857728,1.049615,0.083475,1.160302,0.072884,True,False,False,0.00887298583984375,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,512,6.622089,1.511261,343,COMMUNITY_TC,5.799404,247.155635,5.895693,253.051328,6.184719,7.854248,6.836926,6.857728,1.066441,0.031038,1.178901,0.0271,True,False,False,0.00887298583984375,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,512,6.622089,1.511261,343,SEGMENT_HYBRID,7.089725,8.932809,7.16016,16.092969,6.184719,7.854248,6.836926,6.857728,0.87235,0.488055,0.964343,0.426132,True,False,False,0.0021948814392089844,0.18520259177452136,
com-DBLP,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,317080,317080,2099732,512,6.622089,1.511261,343,CUSPARSE,6.184719,1.662334,6.191914,7.854248,6.184719,7.854248,6.836926,6.857728,1.0,1.0,1.105455,0.873123,True,False,False,0.0,0.0,
com-youtube,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,1157828,1157828,5975248,64,5.160739,9.737837,28754,CSR_DIRECT,7.094579,0.0,7.114342,7.114342,1.925765,3.314779,7.094579,7.114342,0.271442,0.465929,1.0,1.0,True,False,False,0.0036468505859375,0.16957004452437938,
com-youtube,Community,False,NVIDIA GeForce RTX 3090,11.8,1,50,200,10,1157828,1157828,5975248,64,5.160739,9.737837,28754,RODE_ENHANCED,7.045069,15.045962,7.137408,22.18337,1.925765,3.314779,7.094579,7.114342,0.273349,0.149426,1.007028,0.320706,True,False,False,0.003631591796875,0.16957004452437938,
