M,N,category,cusparse_cold_exec_ms,cusparse_ms_cold,cusparse_ms_warm,cusparse_preprocess_ms,dataset,dtc_cold_exec_ms,dtc_correct,dtc_end_to_end_ms,dtc_failure_class,dtc_failure_detail,dtc_hard_fail,dtc_max_error,dtc_mean_kernel_ms,dtc_ms,dtc_ms_cold,dtc_ms_warm,dtc_preprocess_ms,dtc_reorder_method,dtc_reorder_ms,dtc_reorder_version,dtc_selection_variant_ms,dtc_soft_fail,dtc_speedup_vs_cusparse_cold,dtc_speedup_vs_cusparse_warm,dtc_std_kernel_ms,dtc_tolerance,dtc_variant,dtc_variant_count,nnz,pyg_cold_exec_ms,pyg_correct,pyg_hard_fail,pyg_max_error,pyg_ms_cold,pyg_ms_warm,pyg_preprocess_ms,pyg_soft_fail,pyg_speedup_vs_cusparse_cold,pyg_speedup_vs_cusparse_warm,pyg_tolerance
200000,256,Community,1.5993951559066772,2.922623634338379,1.5917567014694214,1.323228359222412,synth_community_nc10,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1089063,3.749174427986145,True,False,1.9073486328125e-06,4.077147437538952,3.7187890625,0.3279730095528066,False,0.7168304995373268,0.428030919398086,0.004358898943540674
200000,512,Community,3.1803390979766846,4.697875022888184,3.1704421043395996,1.5175360441207886,synth_community_nc10,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1089063,7.470835208892822,True,False,1.430511474609375e-06,7.804336525965482,7.444100952148437,0.33350131707265973,False,0.6019570026559055,0.42589993401749615,0.004358898943540674
200000,64,Community,0.30003198981285095,1.5622150897979736,0.2947123050689697,1.2621830701828003,synth_community_nc100,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1098420,0.9616639912128448,True,False,1.430511474609375e-06,1.2782012792304158,0.9330226898193359,0.316537288017571,False,1.22219803342597,0.31586831519181574,0.004242640687119285
200000,128,Community,0.695091187953949,1.913799524307251,0.6892850995063782,1.2187082767486572,synth_community_nc100,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1098420,1.8793599963188172,True,False,1.9073486328125e-06,2.199485763348639,1.8523493957519532,0.3201257670298219,False,0.8701122581459946,0.37211397649230527,0.004242640687119285
200000,256,Community,1.3768703937530518,2.6783013343811035,1.3699737787246704,1.3014309406280518,synth_community_nc100,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1098420,3.7263456106185915,True,False,1.9073486328125e-06,4.073838908504695,3.691990966796875,0.3474932978861034,False,0.6574391856265558,0.37106639508201245,0.004242640687119285
200000,512,Community,2.7357921600341797,4.207406997680664,2.7270400524139404,1.4716147184371948,synth_community_nc100,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1098420,7.40862398147583,True,False,1.9073486328125e-06,7.749787778314203,7.3850830078125,0.34116379683837295,False,0.5429060921453895,0.3692632905451531,0.004242640687119285
200000,64,Community,0.2978816032409668,1.5586696863174438,0.2918604910373688,1.260788083076477,synth_community_nc1000,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1101854,0.9588480114936828,True,False,1.430511474609375e-06,1.2737329004332423,0.9269760131835938,0.31488488893955946,False,1.2237021480620343,0.31485225818843693,0.00412310562561766
200000,128,Community,0.6896640062332153,1.9404305219650269,0.683991014957428,1.2507665157318115,synth_community_nc1000,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1101854,1.867564821243286,True,False,1.9073486328125e-06,2.1852876130491494,1.8417561340332032,0.3177227918058634,False,0.8879520070392604,0.37137979470690174,0.00412310562561766
200000,256,Community,1.3654016256332397,2.705105781555176,1.3590527772903442,1.3397042751312256,synth_community_nc1000,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1101854,3.699468803405762,True,False,1.9073486328125e-06,4.029020497854799,3.6687973022460936,0.3295516944490373,False,0.671405316253783,0.3704355038797896,0.00412310562561766
200000,512,Community,2.7191967964172363,4.185885429382324,2.7127246856689453,1.4666887521743774,synth_community_nc1000,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1101854,7.360160064697266,True,False,1.9073486328125e-06,7.6893264593556525,7.3340826416015625,0.3291663946583867,False,0.5443760843694353,0.36987920892537973,0.00412310562561766
200000,64,Mixed/Irregular,1.704755187034607,2.9212303161621094,1.6993484497070312,1.2164751291275024,synth_mixed_v2,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,5457270,4.115673494338989,True,False,5.7220458984375e-05,4.99908655397594,4.0589773559570315,0.8834130596369505,False,0.5843528181841056,0.41866418574940695,0.018973665961010275
200000,128,Mixed/Irregular,3.5230720043182373,4.826896667480469,3.513763666152954,1.3038244247436523,synth_mixed_v2,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,5457270,8.154140663146972,True,False,5.340576171875e-05,9.02336494186893,8.101253051757812,0.8692242787219584,False,0.5349331096078572,0.43373088628438,0.018973665961010275
200000,256,Mixed/Irregular,7.03607702255249,8.349581718444824,7.027261257171631,1.3135044574737549,synth_mixed_v2,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,5457270,16.280563354492188,True,False,6.103515625e-05,17.15062491549179,16.211256103515623,0.8700615609996021,False,0.4868383373542749,0.43348036773336013,0.018973665961010275
200000,512,Mixed/Irregular,14.060118675231934,15.556143760681152,14.054496765136719,1.4960254430770874,synth_mixed_v2,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,5457270,32.49055366516113,True,False,4.9591064453125e-05,33.382207870204,32.465126953125,0.8916542050428689,False,0.46600104526238123,0.43291057464304394,0.018973665961010275
200000,64,Mixed/Irregular,2.243839979171753,3.4269394874572754,2.237480878829956,1.183099627494812,synth_mixed_v4,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,7410217,5.224633646011353,True,False,5.340576171875e-05,6.382960615027696,5.19035400390625,1.1583269690163434,False,0.5368887095102977,0.431084445713343,0.021908902300206645
200000,128,Mixed/Irregular,4.651519775390625,5.874785900115967,4.644710540771484,1.2232662439346313,synth_mixed_v4,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,7410217,10.422316741943359,True,False,6.103515625e-05,11.569521845132112,10.35610107421875,1.1472051031887531,False,0.5077812185114451,0.4484999236183947,0.021908902300206645
200000,256,Mixed/Irregular,9.255571365356445,10.559976577758789,9.248246192932129,1.3044053316116333,synth_mixed_v4,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,7410217,20.791382598876954,True,False,6.4849853515625e-05,21.924651100020856,20.73535888671875,1.1332685011439025,False,0.48164855757949754,0.4460133168399484,0.021908902300206645
200000,512,Mixed/Irregular,18.519821166992188,19.97588539123535,18.514062881469727,1.4560645818710327,synth_mixed_v4,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,7410217,41.554678726196286,True,False,6.4849853515625e-05,42.71834230162203,41.523388671875,1.163663575425744,False,0.4676184588388595,0.44587071223331637,0.021908902300206645
10000,64,Dense Small,0.05056639760732651,1.2484288215637207,0.044702719897031784,1.1978623867034912,synth_dense_small_d30,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	4725888,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,300000,0.1033215992152691,True,False,3.814697265625e-06,0.4107534861192107,0.06646783828735352,0.30743188690394163,False,3.0393626925941564,0.6725466187688118,0.005477225575051661
10000,128,Dense Small,0.08493760228157043,1.2868502140045166,0.07773184031248093,1.2019126415252686,synth_dense_small_d30,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	4725888,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,300000,0.1682879999279976,True,False,4.76837158203125e-06,0.4774337066337466,0.1281382369995117,0.30914570670574903,False,2.6953484769178586,0.6066248618105862,0.005477225575051661
10000,256,Dense Small,0.17130880057811737,1.3902782201766968,0.1521356701850891,1.218969464302063,synth_dense_small_d30,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	4725888,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,300000,0.2934816002845764,True,False,4.76837158203125e-06,0.5704429874196648,0.25926143646240235,0.27696138713508844,False,2.4371904832513853,0.5868040857173588,0.005477225575051661
10000,512,Dense Small,0.325107216835022,1.5861824750900269,0.31380993127822876,1.2610752582550049,synth_dense_small_d30,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	4725888,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,300000,0.5507968008518219,True,False,4.76837158203125e-06,0.8358724988996983,0.5165311813354492,0.28507569804787636,False,1.897636873061382,0.6075333738166567,0.005477225575051661
10000,64,Dense Small,0.09277120232582092,1.2378764152526855,0.08695296198129654,1.145105242729187,synth_dense_small_d70,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	10666112,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,700000,0.1863200008869171,True,False,9.5367431640625e-06,0.5045865337364376,0.14320639610290528,0.31826653284952044,False,2.4532490117924346,0.6071863013633404,0.008366600265340756
10000,128,Dense Small,0.17756159603595734,1.3704913854599,0.16439807415008545,1.192929744720459,synth_dense_small_d70,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	10666112,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,700000,0.33055360019207003,True,False,9.5367431640625e-06,0.6503478862345219,0.2864947128295898,0.31979428604245186,False,2.10732042721776,0.5738258571210395,0.008366600265340756
10000,256,Dense Small,0.34005120396614075,1.5087014436721802,0.32672256231307983,1.1686502695083618,synth_dense_small_d70,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	10666112,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,700000,0.6301663994789124,True,False,1.1444091796875e-05,0.9298686931841076,0.5747200012207031,0.2997022937051952,False,1.622488696233015,0.5684899805455219,0.008366600265340756
10000,512,Dense Small,0.663856029510498,1.8984267711639404,0.6612838506698608,1.2345707416534424,synth_dense_small_d70,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	10666112,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,700000,1.2059903979301452,True,False,1.049041748046875e-05,1.5092461994849145,1.1532032012939453,0.3032558015547693,False,1.2578642051984945,0.5734322016517739,0.008366600265340756
10000,64,Dense Small,0.16517120599746704,1.3943791389465332,0.1440921574831009,1.229207992553711,synth_dense_small_d120,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	17599872,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,1200000,0.24985920190811156,True,False,1.71661376953125e-05,0.6004869124852121,0.20937728881835938,0.3506277105771005,False,2.3220808146769922,0.6881938260653707,0.010954451150103323
10000,128,Dense Small,0.2792448103427887,1.44670832157135,0.2707200050354004,1.1674635410308838,synth_dense_small_d120,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	17599872,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,1200000,0.46567040085792544,True,False,1.621246337890625e-05,0.8435192849487066,0.4261478424072266,0.3778488840907812,False,1.71508624329712,0.6352724995770377,0.010954451150103323
10000,256,Dense Small,0.5488352179527283,1.7492711544036865,0.544834554195404,1.2004358768463135,synth_dense_small_d120,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	17599872,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,1200000,0.8996928036212921,True,False,1.71661376953125e-05,1.257253395859152,0.8555315399169922,0.35756059223785996,False,1.3913433522351404,0.6368374849725196,0.010954451150103323
10000,512,Dense Small,1.088819146156311,2.276548385620117,1.0915071964263916,1.1877292394638062,synth_dense_small_d120,,,,nonzero_returncode,returncode=1 detail=Exp_Edges:	17599872,,,,nan,,,,DTC_IDENTITY_ORDER,0.0,identity-v1,,,,,,,,,1200000,1.745631992816925,True,False,1.9073486328125e-05,2.082351204007864,1.7000038146972656,0.33671921119093895,False,1.0932586113420664,0.6420616159739416,0.010954451150103323
300000,64,Sparse Uniform,0.6821888089179993,1.9489030838012695,0.6753791570663452,1.266714334487915,synth_sparse_uniform_d5,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1500000,1.4394752025604247,True,False,9.5367431640625e-07,1.7938866090029477,1.4147482299804688,0.354411406442523,False,1.0864137532552745,0.47738469838952835,0.00223606797749979
300000,128,Sparse Uniform,1.3478080034255981,2.6266465187072754,1.3401395082473755,1.2788383960723877,synth_sparse_uniform_d5,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1500000,2.844979190826416,True,False,9.5367431640625e-07,3.2028962118551134,2.8176690673828126,0.3579170210286975,False,0.8200848060530581,0.4756199100031864,0.00223606797749979
300000,256,Sparse Uniform,2.6788864135742188,4.049862861633301,2.670499801635742,1.3709766864776611,synth_sparse_uniform_d5,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1500000,5.661007976531982,True,False,9.5367431640625e-07,6.026231095101684,5.6567449951171875,0.3652231185697019,False,0.672039090058322,0.472091247517941,0.00223606797749979
300000,512,Sparse Uniform,5.329792022705078,6.9563822746276855,5.32283878326416,1.6265902519226074,synth_sparse_uniform_d5,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,1500000,11.35387201309204,True,False,9.5367431640625e-07,11.728352245222776,11.306280517578125,0.3744802321307361,False,0.5931252855626994,0.4707860180002278,0.00223606797749979
300000,64,Sparse Uniform,1.3236863613128662,2.548766613006592,1.3172122240066528,1.2250802516937256,synth_sparse_uniform_d12,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,3600000,2.004329597949982,True,False,0.0,2.655239187553525,1.9532595825195314,0.6509095896035433,False,0.9599009478897325,0.674366190646082,0.0034641016151377543
300000,128,Sparse Uniform,2.6470143795013428,3.941526174545288,2.6388683319091797,1.2945117950439453,synth_sparse_uniform_d12,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,3600000,3.965792012214661,True,False,0.0,4.61990998480469,3.9117108154296876,0.6541179725900292,False,0.853160816446496,0.6746072131662191,0.0034641016151377543
300000,256,Sparse Uniform,5.267763137817383,6.665085315704346,5.2601447105407715,1.397322177886963,synth_sparse_uniform_d12,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,3600000,7.891110372543335,True,False,0.0,8.548425296135246,7.84373779296875,0.6573149235919118,False,0.7796857415034836,0.6706171023789255,0.0034641016151377543
300000,512,Sparse Uniform,10.515522956848145,12.134854316711426,10.50758171081543,1.6193312406539917,synth_sparse_uniform_d12,,,,skipped_reorder_filter,,,,,nan,,,,,,,,,,,,,,,3600000,15.728911972045898,True,False,0.0,16.392554289568217,15.684034423828125,0.6636423175223172,False,0.7402662271146921,0.6699540071686965,0.0034641016151377543
