dataset,M,K,nnz,avg_nnz_per_row,cv_d,descriptor_category,N,kernel,ms_warm,ms_cusparse_warm,speedup_vs_cusparse_warm,correct,max_error,tolerance
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,64,COMMUNITY_TC_TF32,5.466465,4.60609,0.84261,True,0.127014,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,64,SEGMENT_HYBRID,3.638359,4.60609,1.26598,True,0.129578,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,64,SEGMENT_HYBRID_TF32,4.509466,4.60609,1.02143,True,0.129089,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,64,CUSPARSE,4.60609,4.60609,1.0,True,0.0,0.0
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,CSR_DIRECT,12.015493,9.825392,0.81773,True,0.002701,0.188295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,ZERO_OVERHEAD_CSR,8.276281,9.825392,1.18717,True,0.000641,0.188295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,TC_DIRECT,6.783181,9.825392,1.44849,True,0.118378,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,TC_DIRECT_TF32,9.06516,9.825392,1.08386,True,0.118286,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,COMMUNITY_TC,7.721149,9.825392,1.27253,True,0.118378,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,COMMUNITY_TC_TF32,10.001019,9.825392,0.98244,True,0.118286,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,SEGMENT_HYBRID,7.278157,9.825392,1.34998,True,0.117249,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,SEGMENT_HYBRID_TF32,9.030779,9.825392,1.08799,True,0.117126,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,128,CUSPARSE,9.825392,9.825392,1.0,True,0.0,0.0
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,CSR_DIRECT,24.941287,19.615078,0.78645,True,0.003296,0.188295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,ZERO_OVERHEAD_CSR,17.603804,19.615078,1.11425,True,0.000732,0.188295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,TC_DIRECT,13.086069,19.615078,1.49893,True,0.13562,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,TC_DIRECT_TF32,17.116729,19.615078,1.14596,True,0.135635,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,COMMUNITY_TC,15.005143,19.615078,1.30722,True,0.13562,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,COMMUNITY_TC_TF32,19.019382,19.615078,1.03132,True,0.135635,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,SEGMENT_HYBRID,14.582354,19.615078,1.34512,True,0.135147,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,SEGMENT_HYBRID_TF32,17.949712,19.615078,1.09278,True,0.135147,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,256,CUSPARSE,19.615078,19.615078,1.0,True,0.0,0.0
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,CSR_DIRECT,45.228784,39.260176,0.86804,True,0.004822,0.188295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,ZERO_OVERHEAD_CSR,37.177842,39.260176,1.05601,True,0.00119,0.188295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,TC_DIRECT,25.878062,39.260176,1.51712,True,0.156555,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,TC_DIRECT_TF32,33.18928,39.260176,1.18292,True,0.157532,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,COMMUNITY_TC,29.768198,39.260176,1.31886,True,0.156555,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,COMMUNITY_TC_TF32,37.036938,39.260176,1.06003,True,0.157532,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,SEGMENT_HYBRID,29.378831,39.260176,1.33634,True,0.156464,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,SEGMENT_HYBRID_TF32,35.979854,39.260176,1.09117,True,0.15741,1.88295
as-Skitter,1696415,1696415,22190596,13.08088,10.46265,Community,512,CUSPARSE,39.260176,39.260176,1.0,True,0.0,0.0
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,CSR_DIRECT,6.100977,7.102812,1.16421,True,6.9e-05,0.027749
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,ZERO_OVERHEAD_CSR,6.635059,7.102812,1.0705,True,3.8e-05,0.027749
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,TC_DIRECT,5.567114,7.102812,1.27585,True,0.017021,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,TC_DIRECT_TF32,6.229453,7.102812,1.1402,True,0.017021,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,COMMUNITY_TC,6.243584,7.102812,1.13762,True,0.017021,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,COMMUNITY_TC_TF32,6.336912,7.102812,1.12086,True,0.017021,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,SEGMENT_HYBRID,6.668047,7.102812,1.0652,True,0.017021,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,SEGMENT_HYBRID_TF32,7.330447,7.102812,0.96895,True,0.017021,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,64,CUSPARSE,7.102812,7.102812,1.0,True,0.0,0.0
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,CSR_DIRECT,12.011893,14.213442,1.18328,True,7.2e-05,0.027749
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,ZERO_OVERHEAD_CSR,13.049247,14.213442,1.08922,True,3.8e-05,0.027749
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,TC_DIRECT,11.156516,14.213442,1.274,True,0.01709,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,TC_DIRECT_TF32,12.445051,14.213442,1.1421,True,0.01709,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,COMMUNITY_TC,12.51304,14.213442,1.13589,True,0.01709,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,COMMUNITY_TC_TF32,12.674207,14.213442,1.12145,True,0.01709,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,SEGMENT_HYBRID,13.37089,14.213442,1.06301,True,0.01709,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,SEGMENT_HYBRID_TF32,14.646543,14.213442,0.97043,True,0.01709,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,128,CUSPARSE,14.213442,14.213442,1.0,True,0.0,0.0
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,CSR_DIRECT,24.037561,28.399231,1.18145,True,9.9e-05,0.027749
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,ZERO_OVERHEAD_CSR,26.117754,28.399231,1.08735,True,4.2e-05,0.027749
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,TC_DIRECT,22.479646,28.399231,1.26333,True,0.01757,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,TC_DIRECT_TF32,24.88113,28.399231,1.1414,True,0.01757,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,COMMUNITY_TC,25.091665,28.399231,1.13182,True,0.01757,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,COMMUNITY_TC_TF32,25.351548,28.399231,1.12022,True,0.01757,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,SEGMENT_HYBRID,26.807041,28.399231,1.05939,True,0.01757,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,SEGMENT_HYBRID_TF32,29.283877,28.399231,0.96979,True,0.01757,0.277489
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,256,CUSPARSE,28.399231,28.399231,1.0,True,0.0,0.0
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,CSR_DIRECT,,56.788193,,False,,
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,ZERO_OVERHEAD_CSR,,56.788193,,False,,
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,TC_DIRECT,,56.788193,,False,,
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,TC_DIRECT_TF32,,56.788193,,False,,
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,COMMUNITY_TC,,56.788193,,False,,
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,COMMUNITY_TC_TF32,,56.788193,,False,,
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,SEGMENT_HYBRID,,56.788193,,False,,
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,SEGMENT_HYBRID_TF32,,56.788193,,False,,
cit-Patents,3774768,3774768,16518948,4.37615,1.77809,Sparse Uniform,512,CUSPARSE,56.788193,56.788193,1.0,True,0.0,0.0
