dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
gplus-combined,Dense Large-Scale,False,TC_DIRECT,512,1,warm execute-only; plan built before NVTX range,1,False,"<unnamed>::ra_tc_direct_kernel(const int *, const int *, const int *, const int *, const unsigned short *, const float *, const int *, float *, int, int, int, int)",278.656,3.005726,51.557878,4.036484,3.142682,4.036484,10247896.0,0.0,0.0,0.0,0.0,31744,CUDA-core counters; HMMA reported separately,1.741228,0.357557,0.241025,0.062747,0.589139,0.002423,15.713298,0.756609,0.0,0.040442,0.005057,0.312399,0.694127,1.000041,1.296076,0.0,0.0,2.739638
gplus-combined,Dense Large-Scale,False,TC_DIRECT,512,1,warm execute-only; plan built before NVTX range,2,True,"<unnamed>::ra_tc_direct_fp32_kernel_vec4(const int *, const int *, const int *, const float *, const float *, const int *, float *, int, int, int)",25352.352,0.0,77.851917,80.959736,11.357056,80.959736,18751525344.0,13986627584.0,551.6895467529009,1.550560839665264,0.745892791514977,0,CUDA-core counters; HMMA reported separately,0.0,0.049509,0.143295,0.024275,0.001226,2.22196,93.365828,0.059599,0.0,0.021664,0.001331,0.029975,0.144018,1.0,0.012958,0.0,0.0,1.631109
