dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
com-Amazon,Community,False,TC_DIRECT,512,1,warm execute-only; plan built before NVTX range,1,False,"<unnamed>::ra_tc_direct_kernel(const int *, const int *, const int *, const int *, const unsigned short *, const float *, const int *, float *, int, int, int, int)",50.304,0.0,72.056868,0.183675,14.701816,11.692505,84000.0,0.0,0.0,0.0,0.0,0,CUDA-core counters; HMMA reported separately,0.0,0.872264,0.290148,0.206604,0.69792,0.002953,41.765786,0.060524,0.0,0.004547,0.017768,0.78501,0.228734,0.999996,2.486362,0.0,0.0,5.006852
com-Amazon,Community,False,TC_DIRECT,512,1,warm execute-only; plan built before NVTX range,2,True,"<unnamed>::ra_tc_direct_fp32_kernel_vec4(const int *, const int *, const int *, const float *, const float *, const int *, float *, int, int, int)",5100.896,0.0,86.65862,89.101825,8.970371,89.101825,4134826600.0,1896185856.0,371.73583935057684,1.0447887559038134,0.45858896622170325,0,CUDA-core counters; HMMA reported separately,0.0,0.172785,0.104023,0.082414,0.006274,0.178121,115.434632,0.073399,0.0,0.006088,6e-05,0.039669,0.088715,0.999999,0.055468,0.0,0.0,1.792043
