dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
com-Amazon,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,1,False,"<unnamed>::ra_segment_hybrid_tc_kernel(const int *, const int *, const int *, const int *, const unsigned short *, const float *, const int *, float *, int, int, int, int)",2.56,0.0,32.822143,0.00556,0.087061,0.793766,0.0,0.0,0.0,0.0,0.0,0,CUDA-core counters; HMMA reported separately,0.0,0.519841,0.031746,0.126984,44.380952,0.0,30.126984,0.095238,0.0,0.0,0.031746,2.505952,0.161706,1.0,2.126984,0.0,0.0,3.938492
com-Amazon,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,2,False,"<unnamed>::segment_hybrid_tc_fp32_kernel_vec4(const int *, const int *, const int *, const float *, const float *, const int *, float *, int, int, int)",9.664000000000001,0.0,7.626151,4.784503,0.680715,4.784503,410000.0,267264.0,27.655629139072843,0.0777280189406207,0.6518634146341463,0,CUDA-core counters; HMMA reported separately,0.0,0.186438,0.081606,0.032552,1.502635,0.0,11.710012,0.032587,0.0,0.0,6.9e-05,0.092387,0.0,1.0,0.044651,0.0,0.0,1.84178
com-Amazon,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,3,False,"<unnamed>::segment_hybrid_cuda_short_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",202.68800000000002,0.0,86.823845,90.505754,9.103779,90.505754,163891832.0,84443136.0,416.61635617303443,1.1709284884008837,0.5152370009507247,0,CUDA-core counters; HMMA reported separately,0.0,0.021955,0.11685,0.016881,0.187408,0.052671,149.590523,0.151418,0.0,0.011962,0.000472,0.035638,0.186899,0.999853,0.051686,0.0,0.0,1.00144
com-Amazon,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,4,False,"<unnamed>::segment_hybrid_cuda_long_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",114.944,0.0,16.626108,12.090474,0.913521,12.090474,12425088.0,7012352.0,61.00668151447662,0.17146341066463355,0.5643704092880469,0,CUDA-core counters; HMMA reported separately,16.571693,0.056577,0.108135,0.0125,0.539353,0.0,14.279746,0.032573,0.0,0.0,0.000776,0.086942,0.034966,1.000036,0.228725,0.0,0.0,1.598913
com-Amazon,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,5,True,"<unnamed>::segment_hybrid_cuda_residual_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",5656.576,0.0,95.629153,95.208932,9.301964,95.208932,4904210440.0,1975781888.0,349.2893736422882,0.9817014436264423,0.4028746140020859,0,CUDA-core counters; HMMA reported separately,0.0,0.073081,0.18432,0.172731,0.004593,0.047495,137.197282,0.090844,0.0,0.003704,0.002868,0.05768,0.094677,0.999998,0.200601,0.0,0.0,1.585446
