dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
Yelp,Sparse Uniform,False,RODE_ENHANCED,512,1,warm execute-only; plan built before NVTX range,1,False,"<unnamed>::rode_short_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",7836.416,0.0,96.232322,93.797866,9.33672,93.797866,6690544000.0,3439624192.0,438.9282284146222,1.2336375166234463,0.5141023199309354,0,CUDA-core counters; HMMA reported separately,0.0,0.019282,0.107261,0.029105,0.004706,0.621521,174.575154,0.05047,0.0,0.012926,0.01023,0.026995,0.071331,0.999999,0.045688,0.0,0.0,0.976989
Yelp,Sparse Uniform,False,RODE_ENHANCED,512,1,warm execute-only; plan built before NVTX range,2,False,"<unnamed>::rode_long_pipelined_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",9916.704,0.0,81.741703,89.390108,6.71936,89.390108,8114318999.999999,4693426176.0,473.2848914316692,1.330199245170515,0.5784128250318974,0,CUDA-core counters; HMMA reported separately,69.78086,0.054147,0.115945,0.006838,0.00563,2.8e-05,64.148485,0.058948,0.0,0.001848,1e-05,0.04356,0.078596,0.999997,0.213867,0.0,0.0,1.599871
Yelp,Sparse Uniform,False,RODE_ENHANCED,512,1,warm execute-only; plan built before NVTX range,3,True,"<unnamed>::rode_residual_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",17349.28,0.0,94.134054,94.588194,9.310234,94.588194,14947035000.0,6521281536.0,375.88196951112667,1.0564417355568483,0.43629265175334103,0,CUDA-core counters; HMMA reported separately,0.0,0.060988,0.182244,0.162801,0.001524,0.348356,140.316969,0.075422,0.0,0.015197,0.003001,0.047131,0.090576,1.000001,0.161014,0.0,0.0,1.4822
