dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
com-youtube,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,2,False,"<unnamed>::ra_segment_hybrid_tc_kernel(const int *, const int *, const int *, const int *, const unsigned short *, const float *, const int *, float *, int, int, int, int)",2.496,0.0,33.147699,0.0062,0.680493,0.948318,0.0,0.0,0.0,0.0,0.0,0,CUDA-core counters; HMMA reported separately,0.0,0.508645,0.031746,0.126984,44.3322,0.0,23.644133,0.095238,0.0,0.0,0.031746,2.507653,0.15958,1.0,2.126984,0.0,0.0,3.936791
com-youtube,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,3,False,"<unnamed>::segment_hybrid_tc_fp32_kernel_vec4(const int *, const int *, const int *, const float *, const float *, const int *, float *, int, int, int)",61.536,0.0,8.651405,11.028238,1.185381,11.028238,6082000.0,3101696.0,50.40457618304732,0.14166547550041403,0.5099796119697468,0,CUDA-core counters; HMMA reported separately,0.0,0.142093,0.093789,0.022918,1.019588,0.000172,13.845011,0.036144,0.0,0.0,0.0,0.066209,0.021049,1.0,0.035628,0.0,0.0,1.761025
com-youtube,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,4,False,"<unnamed>::segment_hybrid_cuda_short_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",1591.488,0.0,96.378303,94.05625,11.970948,94.05625,1361165000.0,894533632.0,562.0737523625688,1.5797463529021047,0.6571823636370315,0,CUDA-core counters; HMMA reported separately,0.0,0.019309,0.112955,0.015873,0.018076,0.102508,132.469249,0.066711,0.0,0.003706,0.000144,0.027182,0.089064,0.999994,0.04088,0.0,0.0,0.98033
com-youtube,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,5,False,"<unnamed>::segment_hybrid_cuda_long_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",7964.224,0.0,74.502351,38.446467,2.788232,38.446467,2789766000.0,1562869760.0,196.23628868299033,0.5515353813462348,0.5602153585641233,0,CUDA-core counters; HMMA reported separately,64.672105,0.053582,0.115571,0.005907,0.017226,6.8e-05,59.679229,0.058456,0.0,0.004018,2.9e-05,0.044814,0.077436,0.999995,0.207083,0.0,0.0,1.597521
com-youtube,Community,False,SEGMENT_HYBRID,512,1,warm execute-only; plan built before NVTX range,6,True,"<unnamed>::segment_hybrid_cuda_residual_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",11088.672,0.0,92.185573,94.233257,11.498732,94.233257,9520622000.0,4238348800.0,382.22329959800413,1.074264473293997,0.4451756198282003,0,CUDA-core counters; HMMA reported separately,0.0,0.108557,0.201348,0.374556,0.001778,0.107146,98.699524,0.133087,0.0,0.032641,0.00272,0.081117,0.14604,1.0,0.308479,0.0,0.0,1.744085
