dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
synth_dense_small_d70,Dense Small,True,SEGMENT_HYBRID,512,0,warm execute-only; plan built before NVTX range,1,True,"<unnamed>::segment_hybrid_cuda_short_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",933.28,0.0,96.048116,90.296161,14.877401,90.296161,762141440.0,655360000.0,702.2115549459969,1.9736131392523801,0.8598928828748638,0,CUDA-core counters; HMMA reported separately,0.0,0.015477,0.119207,0.010628,0.023168,0.042464,105.950123,0.078169,0.0,0.001786,6.1e-05,0.023515,0.111727,1.000013,0.029264,0.0,0.0,0.956387
synth_dense_small_d70,Dense Small,True,SEGMENT_HYBRID,512,0,warm execute-only; plan built before NVTX range,2,False,"<unnamed>::segment_hybrid_cuda_residual_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",80.64,0.0,91.976704,62.880672,23.581301,96.640545,46092800.0,66560000.0,825.3968253968254,2.319833685769605,1.444043321299639,0,CUDA-core counters; HMMA reported separately,0.0,0.043084,0.22389,0.150482,0.134578,0.114273,48.398992,0.20757,0.0,0.014911,0.005636,0.049131,0.323926,1.00002,0.183354,0.0,0.0,1.584885
