dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
roadNet-TX,Sparse Uniform,False,TC_DIRECT,512,1,warm execute-only; plan built before NVTX range,2,False,"<unnamed>::ra_tc_direct_kernel(const int *, const int *, const int *, const int *, const unsigned short *, const float *, const int *, float *, int, int, int, int)",201.12,0.004612,71.89448,0.26361,15.226284,12.171574,483000.0,0.0,0.0,0.0,0.0,256,CUDA-core counters; HMMA reported separately,0.004272,0.877969,0.291597,0.208161,0.162097,0.000645,41.864894,0.051637,0.0,0.002019,0.016363,0.723223,0.213997,0.999994,2.470424,0.0,0.0,5.01
roadNet-TX,Sparse Uniform,False,TC_DIRECT,512,1,warm execute-only; plan built before NVTX range,3,True,"<unnamed>::ra_tc_direct_fp32_kernel_vec4(const int *, const int *, const int *, const float *, const float *, const int *, float *, int, int, int)",8485.056,0.0,87.22555,91.9714,12.571973,91.9714,7118600000.0,3935467520.0,463.8116142073782,1.303573957862221,0.5528429073132357,0,CUDA-core counters; HMMA reported separately,0.0,0.281529,0.104689,0.412997,0.002448,0.857317,78.063811,0.128383,0.0,0.105145,1e-06,0.064735,0.158356,1.0,0.234241,0.0,0.0,1.912036
