dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
amazon-photo,Dense Small,False,SEGMENT_HYBRID,128,0,warm execute-only; plan built before NVTX range,1,False,"<unnamed>::segment_hybrid_cuda_short_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",38.112,0.0,24.117546,13.241654,15.201982,62.201377,4451840.0,25452544.0,667.8354324097397,1.876996718408487,5.717308798159862,0,CUDA-core counters; HMMA reported separately,0.0,0.050831,0.116734,0.022736,0.499524,0.003659,18.444208,0.097065,0.0,9.8e-05,0.001623,0.080259,0.157377,0.999777,0.166104,0.0,0.0,1.142097
amazon-photo,Dense Small,False,SEGMENT_HYBRID,128,0,warm execute-only; plan built before NVTX range,2,True,"<unnamed>::segment_hybrid_cuda_long_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",171.264,0.0,28.919328,1.838337,1.252575,5.824957,2866304.0,10444800.0,60.98654708520179,0.1714068214873575,3.6439958915732595,0,CUDA-core counters; HMMA reported separately,51.748346,0.168916,0.106452,0.007915,0.958218,0.000338,7.287482,0.138106,0.0,0.041343,0.001576,0.149464,0.173233,0.999835,0.294204,0.0,0.0,1.751115
amazon-photo,Dense Small,False,SEGMENT_HYBRID,128,0,warm execute-only; plan built before NVTX range,3,False,"<unnamed>::segment_hybrid_cuda_residual_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",35.68,0.0,30.467145,33.114945,18.332689,76.162926,10623232.0,26015616.0,729.1372197309418,2.0492895439318204,2.448936067667542,0,CUDA-core counters; HMMA reported separately,0.0,0.115951,0.188947,0.096806,0.345285,0.00991,16.981676,0.108929,0.0,0.000392,0.005672,0.120727,0.190893,1.000006,0.372461,0.0,0.0,1.703883
