dataset,category,synthetic,kernel,N,gpu,timing_regime,launch_id,is_primary,profiled_kernel,duration_us,tc_pipe_pct,achieved_occupancy_pct,dram_throughput_pct,sm_throughput_pct,mem_workload_pct,dram_bytes,cuda_core_flops,cuda_core_achieved_gflops,cuda_core_pct_fp32_peak,cuda_core_ai_flop_per_byte,hmma_insts,flop_rate_scope,stall_barrier,stall_branch_resolving,stall_dispatch_stall,stall_drain,stall_imc_miss,stall_lg_throttle,stall_long_scoreboard,stall_math_pipe_throttle,stall_membar,stall_mio_throttle,stall_misc,stall_no_instruction,stall_not_selected,stall_selected,stall_short_scoreboard,stall_sleeping,stall_tex_throttle,stall_wait
Flickr,Mixed/Irregular,False,RODE_ENHANCED,128,0,warm execute-only; plan built before NVTX range,1,False,"<unnamed>::rode_short_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",63.327999999999996,0.0,25.864699,73.638859,9.602206,73.638859,39555072.0,25919488.0,409.289540171804,1.1503359757498708,0.6552759656207932,0,CUDA-core counters; HMMA reported separately,0.0,0.048876,0.103793,0.021099,0.502736,0.004249,34.133785,0.075071,0.0,1.4e-05,0.00192,0.081177,0.107869,1.000127,0.156488,0.0,0.0,1.126512
Flickr,Mixed/Irregular,False,RODE_ENHANCED,128,0,warm execute-only; plan built before NVTX range,2,True,"<unnamed>::rode_long_pipelined_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",1016.7040000000001,0.0,38.142672,2.934668,0.54078,2.934668,27180288.0,27680768.0,27.22598514415208,0.07652047539109635,1.0184133442588983,0,CUDA-core counters; HMMA reported separately,70.286754,0.169165,0.112179,0.00613,0.645362,0.000884,9.798389,0.195303,0.0,0.099329,0.00096,0.150771,0.278524,1.000117,0.260396,0.0,0.0,1.746687
Flickr,Mixed/Irregular,False,RODE_ENHANCED,128,0,warm execute-only; plan built before NVTX range,3,False,"<unnamed>::rode_residual_vec4_kernel(const int *, const float *, const float *, float *, const int *, const int *, const int *, int, int)",392.384,0.0,33.951613,93.006584,13.186248,93.006584,330234624.0,188140160.0,479.4796933616049,1.3476101555975406,0.569716638797996,0,CUDA-core counters; HMMA reported separately,0.0,0.142053,0.165215,0.132561,0.042199,0.002015,29.307725,0.070935,0.0,0.000125,0.009592,0.130211,0.102196,0.999994,0.519801,0.0,0.0,1.888601
